No_Siri;No_Pendaftaran_SSM;Nama_Pendaftaran;Nama_Perniagaan;Negeri;Kod_Industri;BBU__SBU;Pegawai;Penyelia;Pegawai_Kerja_Luar;Siri_Kekerapan;Tahun_Rujukan;Status_Respon;Status_Rekod;Cara_Terima;Tarikh_Terima;Bilangan_Pekerja;Gaji_dan_Upah_RM;Nilai_Jualan_RM;Jumlah_pendapatan;Jumlah_Perbelanjaan_RM;Jumlah_Harta__AsetRM;Stok_Akhir_RM;Catatan
A4621;SSM4621;SYARIKAT A4621;;JOHOR;46431;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4622;SSM4622;SYARIKAT A4622;;JOHOR;46594;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4623;SSM4623;SYARIKAT A4623;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A4624;SSM4624;SYARIKAT A4624;;JOHOR;47999;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4625;SSM4625;SYARIKAT A4625;;JOHOR;46637;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;14/05/2019;10;494952;;2911004;2625404;284167;533600;
A4626;SSM4626;SYARIKAT A4626;;JOHOR;47594;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;02/06/2019;1;0;;60228;51265;1;;
A4627;SSM4627;SYARIKAT A4627;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;3;29570;;925365;618521;65281;76646;
A4628;SSM4628;SYARIKAT A4628;;JOHOR;46692;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;13/08/2019;3;78223;;497484;494604;10590;76906;
A4629;SSM4629;SYARIKAT A4629;;JOHOR;46691;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4630;SSM4630;SYARIKAT A4630;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4631;SSM4631;SYARIKAT A4631;;JOHOR;45101;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4632;SSM4632;SYARIKAT A4632;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4633;SSM4633;SYARIKAT A4633;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4634;SSM4634;SYARIKAT A4634;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4635;SSM4635;SYARIKAT A4635;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4636;SSM4636;SYARIKAT A4636;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;15/08/2019;2;46973;;83851;63259;23009;0;
A4637;SSM4637;SYARIKAT A4637;;JOHOR;46691;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;3;80326;;277632;255025;19961;23497;
A4638;SSM4638;SYARIKAT A4638;;JOHOR;47999;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4639;SSM4639;SYARIKAT A4639;;JOHOR;47992;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;78087;66467;1;;
A4640;SSM4640;SYARIKAT A4640;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4641;SSM4641;SYARIKAT A4641;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4642;SSM4642;SYARIKAT A4642;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;76717;65301;1;0;
A4643;SSM4643;SYARIKAT A4643;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;3;57602;;466082;441572;9519;7128;
A4644;SSM4644;SYARIKAT A4644;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;;;;;;;
A4645;SSM4645;SYARIKAT A4645;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4646;SSM4646;SYARIKAT A4646;;JOHOR;47912;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;74613;63519;1;;
A4647;SSM4647;SYARIKAT A4647;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4648;SSM4648;SYARIKAT A4648;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4649;SSM4649;SYARIKAT A4649;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;2;9900;;126774;77552;2754;14939;
A4650;SSM4650;SYARIKAT A4650;;JOHOR;46100;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;1;85932;;3851122;3573633;13436;110245;
A4651;SSM4651;SYARIKAT A4651;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;;;;;;;;;
A4652;SSM4652;SYARIKAT A4652;;JOHOR;46491;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4653;SSM4653;SYARIKAT A4653;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4654;SSM4654;SYARIKAT A4654;;JOHOR;46491;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4655;SSM4655;SYARIKAT A4655;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4656;SSM4656;SYARIKAT A4656;;JOHOR;46421;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4657;SSM4657;SYARIKAT A4657;;JOHOR;45101;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4658;SSM4658;SYARIKAT A4658;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4659;SSM4659;SYARIKAT A4659;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4660;SSM4660;SYARIKAT A4660;;JOHOR;46692;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4661;SSM4661;SYARIKAT A4661;;JOHOR;45109;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4662;SSM4662;SYARIKAT A4662;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4663;SSM4663;SYARIKAT A4663;;JOHOR;46631;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4664;SSM4664;SYARIKAT A4664;;JOHOR;46631;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4665;SSM4665;SYARIKAT A4665;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;31-Tidak menjalankan perusahaan;Selesai;Kerja Luar;20/05/2019;;;;;;;;
A4666;SSM4666;SYARIKAT A4666;;JOHOR;47300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;10;146365;;12989950;12775986;65556;191343;
A4667;SSM4667;SYARIKAT A4667;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4668;SSM4668;SYARIKAT A4668;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4669;SSM4669;SYARIKAT A4669;;JOHOR;46591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4670;SSM4670;SYARIKAT A4670;;JOHOR;46698;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4671;SSM4671;SYARIKAT A4671;;JOHOR;46416;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4672;SSM4672;SYARIKAT A4672;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;3;13800;;289265;162128;13567;7005;
A4673;SSM4673;SYARIKAT A4673;;JOHOR;46329;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4674;SSM4674;SYARIKAT A4674;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4675;SSM4675;SYARIKAT A4675;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;1;0;;73609;62583;612441;18600;
A4676;SSM4676;SYARIKAT A4676;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4677;SSM4677;SYARIKAT A4677;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4678;SSM4678;SYARIKAT A4678;;JOHOR;45202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4679;SSM4679;SYARIKAT A4679;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4680;SSM4680;SYARIKAT A4680;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;3;49200;;393880;299327;6106;3328;
A4681;SSM4681;SYARIKAT A4681;;JOHOR;46594;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4682;SSM4682;SYARIKAT A4682;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;13/08/2019;2;15795;;44812;43385;38073;1921;
A4683;SSM4683;SYARIKAT A4683;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;60935;51867;1;;
A4684;SSM4684;SYARIKAT A4684;;JOHOR;47412;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;78621;66921;1;;
A4685;SSM4685;SYARIKAT A4685;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4686;SSM4686;SYARIKAT A4686;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4687;SSM4687;SYARIKAT A4687;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4688;SSM4688;SYARIKAT A4688;;JOHOR;47213;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;60397;51409;1;;
A4689;SSM4689;SYARIKAT A4689;;JOHOR;46312;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4690;SSM4690;SYARIKAT A4690;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/08/2019;1;0;;115565;103887;12770;2100;
A4691;SSM4691;SYARIKAT A4691;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;02/06/2019;;;;;;;;
A4692;SSM4692;SYARIKAT A4692;;JOHOR;47820;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;78179;66545;1;1;
A4693;SSM4693;SYARIKAT A4693;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/05/2019;1;0;;173174;135562;64035;14530;
A4694;SSM4694;SYARIKAT A4694;;JOHOR;45109;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;57028;48541;1;;
A4695;SSM4695;SYARIKAT A4695;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;18/07/2019;1;0;;7415900;56727;12786;11091;
A4696;SSM4696;SYARIKAT A4696;;JOHOR;46510;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;1;0;;81428;71089;8229;0;
A4697;SSM4697;SYARIKAT A4697;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;07/05/2019;;;;;;;;
A4698;SSM4698;SYARIKAT A4698;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;67794;57706;1;0;
A4699;SSM4699;SYARIKAT A4699;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/05/2019;7;81600;;2486412;2106504;37184;47603;
A4700;SSM4700;SYARIKAT A4700;;JOHOR;46631;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4701;SSM4701;SYARIKAT A4701;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;64509;54909;1;;
A4702;SSM4702;SYARIKAT A4702;;JOHOR;45102;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/05/2019;1;0;;459952;384353;14058;97248;
A4703;SSM4703;SYARIKAT A4703;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4704;SSM4704;SYARIKAT A4704;;JOHOR;46495;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4705;SSM4705;SYARIKAT A4705;;JOHOR;46419;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4706;SSM4706;SYARIKAT A4706;;JOHOR;47597;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;48112;40952;1;0;
A4707;SSM4707;SYARIKAT A4707;;JOHOR;46632;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;10;290879;;4469453;4286044;416509;190846;
A4708;SSM4708;SYARIKAT A4708;;JOHOR;46203;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4709;SSM4709;SYARIKAT A4709;;JOHOR;47596;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;16/07/2019;2;18001;;331936;248952;29874;34160;
A4710;SSM4710;SYARIKAT A4710;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A4711;SSM4711;SYARIKAT A4711;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/06/2019;1;0;;87794;61562;191277;1865;
A4712;SSM4712;SYARIKAT A4712;;JOHOR;47596;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;66007;56185;1;0;
A4713;SSM4713;SYARIKAT A4713;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4714;SSM4714;SYARIKAT A4714;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;48769;41512;1;;
A4715;SSM4715;SYARIKAT A4715;;JOHOR;46496;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4716;SSM4716;SYARIKAT A4716;;JOHOR;46698;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4717;SSM4717;SYARIKAT A4717;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4718;SSM4718;SYARIKAT A4718;;JOHOR;46637;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;25/07/2019;2;28783;;153761;144382;25039;11344;
A4719;SSM4719;SYARIKAT A4719;;JOHOR;46441;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4720;SSM4720;SYARIKAT A4720;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4721;SSM4721;SYARIKAT A4721;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A4722;SSM4722;SYARIKAT A4722;;JOHOR;47593;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/08/2019;5;41400;;181119;171347;2219;2293;
A4723;SSM4723;SYARIKAT A4723;;JOHOR;45203;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;48675;41432;1;0;
A4724;SSM4724;SYARIKAT A4724;;JOHOR;47735;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;03/07/2019;1;0;;67069;57088;1;0;
A4725;SSM4725;SYARIKAT A4725;;JOHOR;47735;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;Kerja Luar;;1;0;;81272;69178;1;0;
A4726;SSM4726;SYARIKAT A4726;;JOHOR;46909;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4727;SSM4727;SYARIKAT A4727;;JOHOR;47214;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Dalam Proses;Kerja Luar;;;;;;;;;
A4728;SSM4728;SYARIKAT A4728;;JOHOR;46521;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4729;SSM4729;SYARIKAT A4729;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;1;0;;51699;44006;1;0;
A4730;SSM4730;SYARIKAT A4730;;JOHOR;46510;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;01/07/2019;;;;;;;;
A4731;SSM4731;SYARIKAT A4731;;JOHOR;46633;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;28/05/2019;5;;;200413;;;;
A4732;SSM4732;SYARIKAT A4732;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4733;SSM4733;SYARIKAT A4733;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;71039;60468;1;;
A4734;SSM4734;SYARIKAT A4734;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4735;SSM4735;SYARIKAT A4735;;JOHOR;45105;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/08/2019;2;18081;;150387;97474;9762;7632;
A4736;SSM4736;SYARIKAT A4736;;JOHOR;46422;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;3;15648;;137475;119308;13861;10145;
A4737;SSM4737;SYARIKAT A4737;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/08/2019;3;64830;;364691;251157;30400;53860;
A4738;SSM4738;SYARIKAT A4738;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;53968;45937;1;;
A4739;SSM4739;SYARIKAT A4739;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;68818;58577;1;;
A4740;SSM4740;SYARIKAT A4740;;JOHOR;47722;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/08/2019;2;96717;;254612;212329;20897;31920;
A4741;SSM4741;SYARIKAT A4741;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A4742;SSM4742;SYARIKAT A4742;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;;0;;47367;40318;1;0;
A4743;SSM4743;SYARIKAT A4743;;JOHOR;45203;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;3;42739;;186556;104029;39498;7649;
A4744;SSM4744;SYARIKAT A4744;;JOHOR;47219;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;3;11375;;141592;121846;18443;2375;
A4745;SSM4745;SYARIKAT A4745;;JOHOR;46491;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
